,PLZ,BFS-Nr,Gemeindename,Kantonskürzel,Sprache,pop_PLZ,pop_BFS,PLZ_check,pop_BFS_real,PLZ_to_BFS_factor
1208,3472,421,Rumendingen,BE,de,1738.0,81.0,True,81.0,0.04660529344073648
1212,3475,988,Seeberg,BE,de,366.0,1559.0,True,366.0,1.0
1152,3365,988,Seeberg,BE,de,1078.0,1559.0,True,1078.0,1.0
1213,3476,985,Ochlenberg,BE,de,399.0,563.0,True,399.0,1.0
1154,3367,985,Ochlenberg,BE,de,1416.0,563.0,True,260.0,0.18361581920903955
1155,3367,989,Thörigen,BE,de,1416.0,1156.0,True,1156.0,0.8163841807909604
1215,3504,617,Niederhünigen,BE,de,949.0,657.0,True,657.0,0.6923076923076923
1216,3504,629,Oberhünigen,BE,de,949.0,316.0,True,316.0,0.3329820864067439
1217,3506,608,Grosshöchstetten,BE,de,3603.0,4143.0,True,3603.0,1.0
1009,3082,608,Grosshöchstetten,BE,de,787.0,4143.0,True,787.0,1.0
1218,3507,603,Biglen,BE,de,1995.0,1847.0,True,1847.0,0.9258145363408521
1219,3508,602,Arni (BE),BE,de,843.0,936.0,True,936.0,1.1103202846975089
1220,3510,607,Freimettigen,BE,de,5761.0,461.0,True,461.0,0.08002082971706301
1221,3510,609,Häutligen,BE,de,5761.0,256.0,True,256.0,0.04443672973442111
1222,3510,612,Konolfingen,BE,de,5761.0,5451.0,True,5300.0,0.919979170282937
1214,3503,612,Konolfingen,BE,de,420.0,5451.0,True,420.0,1.0
1224,3513,626,Walkringen,BE,de,577.0,1755.0,True,577.0,1.0
1223,3512,626,Walkringen,BE,de,1190.0,1755.0,True,1190.0,1.0
1225,3531,620,Oberthal,BE,de,610.0,721.0,True,721.0,1.181967213114754
1226,3532,615,Mirchel,BE,de,2205.0,616.0,True,616.0,0.27936507936507937
1227,3532,628,Zäziwil,BE,de,2205.0,1601.0,True,1601.0,0.726077097505669
1228,3533,605,Bowil,BE,de,1232.0,1354.0,True,1354.0,1.099025974025974
1230,3535,907,Signau,BE,de,959.0,2594.0,True,959.0,1.0
1229,3534,907,Signau,BE,de,1716.0,2594.0,True,1716.0,1.0
1232,3537,901,Eggiwil,BE,de,1872.0,2486.0,True,1872.0,1.0
1231,3536,901,Eggiwil,BE,de,567.0,2486.0,True,567.0,1.0
1233,3538,904,Röthenbach im Emmental,BE,de,883.0,1169.0,True,1169.0,1.3238958097395244
1234,3543,903,Lauperswil,BE,de,504.0,2663.0,True,504.0,1.0
1196,3438,903,Lauperswil,BE,de,538.0,2663.0,True,538.0,1.0
1238,3553,902,Langnau im Emmental,BE,de,496.0,9262.0,True,496.0,1.0
1235,3550,902,Langnau im Emmental,BE,de,7326.0,9262.0,True,7326.0,1.0
1236,3551,902,Langnau im Emmental,BE,de,321.0,9262.0,True,321.0,1.0
1237,3552,902,Langnau im Emmental,BE,de,1175.0,9262.0,True,1175.0,1.0
1239,3555,909,Trubschachen,BE,de,1675.0,1465.0,True,1465.0,0.8746268656716418
1241,3557,908,Trub,BE,de,299.0,1314.0,True,299.0,1.0
1240,3556,908,Trub,BE,de,809.0,1314.0,True,809.0,1.0
1249,3615,923,Buchholterberg,BE,de,1484.0,1519.0,True,1519.0,1.0235849056603774
1250,3616,945,Unterlangenegg,BE,de,708.0,1018.0,True,708.0,1.0
1248,3614,945,Unterlangenegg,BE,de,762.0,1018.0,True,762.0,1.0
1251,3617,925,Fahrni,BE,de,862.0,811.0,True,811.0,0.9408352668213457
1252,3618,946,Wachseldorn,BE,de,583.0,229.0,True,229.0,0.3927958833619211
1253,3619,924,Eriz,BE,de,530.0,485.0,True,485.0,0.9150943396226415
1254,3622,931,Homberg,BE,de,510.0,510.0,True,510.0,1.0
1255,3623,932,Horrenbach-Buchen,BE,de,383.0,226.0,True,226.0,0.5900783289817232
1256,3623,940,Teuffenthal (BE),BE,de,383.0,160.0,True,160.0,0.4177545691906005
1259,3625,927,Heiligenschwendi,BE,de,734.0,725.0,True,725.0,0.9877384196185286
1261,3627,928,Heimberg,BE,de,6311.0,6968.0,True,6968.0,1.104103945491998
1262,3628,885,Uttigen,BE,de,2153.0,2153.0,True,2153.0,1.0
1263,3629,611,Kiesen,BE,de,1934.0,1012.0,True,1012.0,0.5232678386763185
1264,3629,622,Oppligen,BE,de,1934.0,638.0,True,638.0,0.3298862461220269
1265,3629,868,Jaberg,BE,de,1934.0,306.0,True,306.0,0.15822130299896586
1267,3632,770,Stocken-Höfen,BE,de,585.0,1041.0,True,585.0,1.0
1266,3631,770,Stocken-Höfen,BE,de,462.0,1041.0,True,462.0,1.0
1268,3633,921,Amsoldingen,BE,de,812.0,800.0,True,800.0,0.9852216748768473
1269,3634,941,Thierachern,BE,de,2494.0,2514.0,True,2514.0,1.0080192461908581
1270,3635,943,Uebeschi,BE,de,719.0,718.0,True,718.0,0.9986091794158554
1271,3636,948,Forst-Längenbühl,BE,de,766.0,769.0,True,769.0,1.0039164490861618
1272,3638,922,Blumenstein,BE,de,1468.0,1236.0,True,1236.0,0.8419618528610354
1273,3638,936,Pohlern,BE,de,1468.0,232.0,True,232.0,0.15803814713896458
1274,3645,942,Thun,BE,de,4286.0,43476.0,True,3964.0,0.9248716752216519
1275,3645,947,Zwieselberg,BE,de,4286.0,322.0,True,322.0,0.0751283247783481
1242,3600,942,Thun,BE,de,17587.0,43476.0,True,17587.0,1.0
1243,3603,942,Thun,BE,de,2975.0,43476.0,True,2975.0,1.0
1244,3604,942,Thun,BE,de,15360.0,43476.0,True,15360.0,1.0
1245,3608,942,Thun,BE,de,2380.0,43476.0,True,2380.0,1.0
1258,3624,942,Thun,BE,de,1427.0,43476.0,True,713.5,0.5
1257,3624,939,Steffisburg,BE,de,1427.0,15991.0,True,713.5,0.5
1246,3612,939,Steffisburg,BE,de,11047.0,15991.0,True,11047.0,1.0
1247,3613,939,Steffisburg,BE,de,5311.0,15991.0,True,5311.0,1.0
1277,3647,767,Reutigen,BE,de,1023.0,1023.0,True,1023.0,1.0
1278,3652,929,Hilterfingen,BE,de,1825.0,4094.0,True,1825.0,1.0
1260,3626,929,Hilterfingen,BE,de,2907.0,4094.0,True,2907.0,1.0
1279,3653,934,Oberhofen am Thunersee,BE,de,2362.0,2445.0,True,2445.0,1.0351397121083827
1284,3658,938,Sigriswil,BE,de,899.0,4847.0,True,899.0,1.0
1280,3654,938,Sigriswil,BE,de,945.0,4847.0,True,945.0,1.0
1281,3655,938,Sigriswil,BE,de,1515.0,4847.0,True,1515.0,1.0
1282,3656,938,Sigriswil,BE,de,928.0,4847.0,True,928.0,1.0
1283,3657,938,Sigriswil,BE,de,590.0,4847.0,True,590.0,1.0
1285,3661,944,Uetendorf,BE,de,5830.0,5830.0,True,5830.0,1.0
1286,3662,883,Seftigen,BE,de,2147.0,2147.0,True,2147.0,1.0
1287,3663,867,Gurzelen,BE,de,877.0,884.0,True,884.0,1.007981755986317
1288,3664,863,Burgistein,BE,de,1108.0,1093.0,True,1093.0,0.9864620938628159
1289,3665,886,Wattenwil,BE,de,3060.0,3060.0,True,3060.0,1.0
1290,3671,606,Brenzikofen,BE,de,1082.0,481.0,True,481.0,0.444547134935305
1291,3671,610,Herbligen,BE,de,1082.0,593.0,True,593.0,0.5480591497227357
1293,3673,614,Linden,BE,de,1311.0,1304.0,True,1304.0,0.9946605644546148
1294,3674,619,Oberdiessbach,BE,de,378.0,3552.0,True,378.0,1.0
1292,3672,619,Oberdiessbach,BE,de,3187.0,3552.0,True,3187.0,1.0
1298,3704,566,Krattigen,BE,de,1158.0,1130.0,True,1130.0,0.9758203799654577
1299,3705,768,Spiez,BE,de,1190.0,12926.0,True,1190.0,1.0
1276,3646,768,Spiez,BE,de,1230.0,12926.0,True,1230.0,1.0
1295,3700,768,Spiez,BE,de,9188.0,12926.0,True,9188.0,1.0
1296,3702,768,Spiez,BE,de,674.0,12926.0,True,674.0,1.0
1300,3706,585,Leissigen,BE,de,1171.0,1171.0,True,1171.0,1.0
1301,3707,575,Därligen,BE,de,415.0,415.0,True,415.0,1.0
1307,3715,561,Adelboden,BE,de,3328.0,3343.0,True,3343.0,1.0045072115384615
1309,3717,564,Kandergrund,BE,de,159.0,807.0,True,159.0,1.0
1308,3716,564,Kandergrund,BE,de,652.0,807.0,True,652.0,1.0
1310,3718,565,Kandersteg,BE,de,1288.0,1288.0,True,1288.0,1.0
1302,3711,562,Aeschi bei Spiez,BE,de,305.0,2256.0,True,152.5,0.5
1297,3703,562,Aeschi bei Spiez,BE,de,2030.0,2256.0,True,2030.0,1.0
1314,3725,563,Frutigen,BE,de,424.0,6967.0,True,424.0,1.0
1305,3714,563,Frutigen,BE,de,6627.0,6967.0,True,3313.5,0.5
1306,3714,567,Reichenbach im Kandertal,BE,de,6627.0,3638.0,True,3313.5,0.5
1313,3724,563,Frutigen,BE,de,244.0,6967.0,True,244.0,1.0
1303,3711,567,Reichenbach im Kandertal,BE,de,305.0,3638.0,True,305.0,1.0
1304,3713,567,Reichenbach im Kandertal,BE,de,2429.0,3638.0,True,2429.0,1.0
1311,3722,567,Reichenbach im Kandertal,BE,de,540.0,3638.0,True,540.0,1.0
1312,3723,567,Reichenbach im Kandertal,BE,de,261.0,3638.0,True,261.0,1.0
1315,3752,769,Wimmis,BE,de,2608.0,2609.0,True,2609.0,1.000383435582822
1320,3757,762,Diemtigen,BE,de,247.0,2253.0,True,247.0,1.0
1316,3753,762,Diemtigen,BE,de,821.0,2253.0,True,821.0,1.0
1317,3754,762,Diemtigen,BE,de,481.0,2253.0,True,481.0,1.0
1318,3755,762,Diemtigen,BE,de,507.0,2253.0,True,507.0,1.0
1319,3756,762,Diemtigen,BE,de,207.0,2253.0,True,207.0,1.0
1322,3762,763,Erlenbach im Simmental,BE,de,1163.0,1724.0,True,1163.0,1.0
1321,3758,763,Erlenbach im Simmental,BE,de,551.0,1724.0,True,551.0,1.0
1324,3764,761,Därstetten,BE,de,448.0,862.0,True,448.0,1.0
1323,3763,761,Därstetten,BE,de,468.0,862.0,True,468.0,1.0
1325,3765,766,Oberwil im Simmental,BE,de,750.0,804.0,True,804.0,1.072
1326,3766,791,Boltigen,BE,de,1241.0,1249.0,True,1249.0,1.0064464141821112
1330,3773,793,St. Stephan,BE,de,500.0,1310.0,True,500.0,1.0
1329,3772,793,St. Stephan,BE,de,814.0,1310.0,True,814.0,1.0
1331,3775,792,Lenk,BE,de,2310.0,2314.0,True,2314.0,1.0017316017316018
1332,3776,794,Zweisimmen,BE,de,192.0,3032.0,True,192.0,1.0
1327,3770,794,Zweisimmen,BE,de,2482.0,3032.0,True,2482.0,1.0
1328,3771,794,Zweisimmen,BE,de,362.0,3032.0,True,362.0,1.0
1337,3782,842,Lauenen,BE,de,828.0,828.0,True,828.0,1.0
1340,3785,841,Gsteig,BE,de,512.0,981.0,True,512.0,1.0
1339,3784,841,Gsteig,BE,de,469.0,981.0,True,469.0,1.0
1341,3792,843,Saanen,BE,de,1860.0,6836.0,True,1860.0,1.0
468,1657,843,Saanen,BE,de,34.0,6836.0,True,34.0,1.0
1333,3777,843,Saanen,BE,de,333.0,6836.0,True,333.0,1.0
1334,3778,843,Saanen,BE,de,1034.0,6836.0,True,1034.0,1.0
1335,3780,843,Saanen,BE,de,2922.0,6836.0,True,2922.0,1.0
1336,3781,843,Saanen,BE,de,228.0,6836.0,True,228.0,1.0
1338,3783,843,Saanen,BE,de,429.0,6836.0,True,429.0,1.0
1347,3803,571,Beatenberg,BE,de,1110.0,1199.0,True,1110.0,1.0
1342,3800,571,Beatenberg,BE,de,15628.0,1199.0,True,9868.0,0.6314307652930637
1343,3800,581,Interlaken,BE,de,15628.0,5719.0,True,5719.0,0.3659457384182237
1344,3800,587,Matten bei Interlaken,BE,de,15628.0,4060.0,True,4060.0,0.259790120296903
1345,3800,593,Unterseen,BE,de,15628.0,5760.0,True,5760.0,0.36856923470693626
1348,3804,579,Habkern,BE,de,634.0,634.0,True,634.0,1.0
1350,3806,572,Bönigen,BE,de,2569.0,2569.0,True,2569.0,1.0
1351,3807,582,Iseltwald,BE,de,415.0,415.0,True,415.0,1.0
1354,3813,591,Saxeten,BE,de,92.0,92.0,True,92.0,1.0
1355,3814,577,Gsteigwiler,BE,de,402.0,402.0,True,402.0,1.0
1356,3815,578,Gündlischwand,BE,de,351.0,351.0,True,351.0,1.0
1352,3812,578,Gündlischwand,BE,de,2638.0,351.0,True,0.0,0.0
1353,3812,594,Wilderswil,BE,de,2638.0,2638.0,True,2638.0,1.0
1359,3818,576,Grindelwald,BE,de,3649.0,3800.0,True,3649.0,1.0
1357,3816,576,Grindelwald,BE,de,361.0,3800.0,True,147.0,0.407202216066482
1358,3816,586,Lütschental,BE,de,361.0,214.0,True,214.0,0.592797783933518
1364,3826,584,Lauterbrunnen,BE,de,94.0,2301.0,True,94.0,1.0
1360,3822,584,Lauterbrunnen,BE,de,828.0,2301.0,True,828.0,1.0
1361,3823,584,Lauterbrunnen,BE,de,849.0,2301.0,True,849.0,1.0
1362,3824,584,Lauterbrunnen,BE,de,203.0,2301.0,True,203.0,1.0
1363,3825,584,Lauterbrunnen,BE,de,331.0,2301.0,True,331.0,1.0
1365,3852,590,Ringgenberg (BE),BE,de,1736.0,2588.0,True,1736.0,1.0
1349,3805,590,Ringgenberg (BE),BE,de,852.0,2588.0,True,852.0,1.0
1366,3853,588,Niederried bei Interlaken,BE,de,368.0,368.0,True,368.0,1.0
1367,3854,589,Oberried am Brienzersee,BE,de,432.0,461.0,True,461.0,1.0671296296296295
1368,3855,573,Brienz (BE),BE,de,3812.0,3158.0,True,3158.0,0.8284365162644282
1369,3855,592,Schwanden bei Brienz,BE,de,3812.0,625.0,True,625.0,0.16395592864637984
1370,3856,574,Brienzwiler,BE,de,482.0,481.0,True,481.0,0.9979253112033195
1372,3858,580,Hofstetten bei Brienz,BE,de,531.0,531.0,True,531.0,1.0
1373,3860,785,Meiringen,BE,de,4942.0,4666.0,True,4390.0,0.8883043302306758
1374,3860,786,Schattenhalb,BE,de,4942.0,552.0,True,552.0,0.11169566976932416
1371,3857,785,Meiringen,BE,de,275.0,4666.0,True,275.0,1.0
1376,3863,784,Innertkirchen,BE,de,206.0,1072.0,True,206.0,1.0
1375,3862,784,Innertkirchen,BE,de,866.0,1072.0,True,866.0,1.0
1377,3864,782,Guttannen,BE,de,245.0,245.0,True,245.0,1.0
1380,3902,6002,Brig-Glis,VS,de,8279.0,13221.0,True,8279.0,1.0
1378,3900,6002,Brig-Glis,VS,de,4971.0,13221.0,True,4971.0,1.0
1383,3905,6288,Saas-Almagell,VS,de,364.0,364.0,True,364.0,1.0
1384,3906,6290,Saas-Fee,VS,de,1556.0,1559.0,True,1559.0,1.0019280205655527
1385,3907,6009,Simplon,VS,de,363.0,292.0,True,292.0,0.8044077134986226
1386,3907,6011,Zwischbergen,VS,de,363.0,71.0,True,71.0,0.19559228650137742
1387,3908,6289,Saas-Balen,VS,de,351.0,351.0,True,351.0,1.0
1388,3910,6291,Saas-Grund,VS,de,993.0,990.0,True,990.0,0.9969788519637462
1389,3911,6008,Ried-Brig,VS,de,2120.0,2141.0,True,2120.0,1.0
1379,3901,6008,Ried-Brig,VS,de,1.0,2141.0,True,1.0,1.0
1391,3913,6010,Termen,VS,de,13.0,1021.0,True,13.0,1.0
1390,3912,6010,Termen,VS,de,989.0,1021.0,True,989.0,1.0
1392,3914,6007,Naters,VS,de,254.0,10290.0,True,254.0,1.0
1381,3903,6007,Naters,VS,de,806.0,10290.0,True,806.0,1.0
1382,3904,6007,Naters,VS,de,9230.0,10290.0,True,9230.0,1.0
1394,3917,6195,Ferden,VS,de,321.0,247.0,True,11.0,0.03426791277258567
1395,3917,6197,Kippel,VS,de,321.0,310.0,True,310.0,0.9657320872274143
1393,3916,6195,Ferden,VS,de,236.0,247.0,True,236.0,1.0
1396,3918,6202,Wiler (Lötschen),VS,de,565.0,565.0,True,565.0,1.0
1397,3919,6192,Blatten,VS,de,296.0,296.0,True,296.0,1.0
1398,3920,6300,Zermatt,VS,de,5820.0,5820.0,True,5820.0,1.0
1402,3923,6296,Törbel,VS,de,498.0,498.0,True,498.0,1.0
1404,3925,6285,Grächen,VS,de,1258.0,1258.0,True,1258.0,1.0
1405,3926,6283,Embd,VS,de,216.0,280.0,True,216.0,1.0
1400,3922,6283,Embd,VS,de,1313.0,280.0,True,261.0,0.19878141660319879
1399,3922,6282,Eisten,VS,de,1313.0,188.0,True,188.0,0.1431835491241432
1401,3922,6293,Stalden (VS),VS,de,1313.0,1052.0,True,1052.0,0.8012185833968012
1406,3927,6292,St. Niklaus,VS,de,345.0,2224.0,True,345.0,1.0
1403,3924,6292,St. Niklaus,VS,de,1879.0,2224.0,True,1879.0,1.0
1407,3928,6287,Randa,VS,de,425.0,425.0,True,425.0,1.0
1408,3929,6295,Täsch,VS,de,1345.0,1345.0,True,1345.0,1.0
1409,3930,6297,Visp,VS,de,8125.0,8060.0,True,8060.0,0.992
1410,3931,6286,Lalden,VS,de,668.0,668.0,True,668.0,1.0
1411,3932,6298,Visperterminen,VS,de,1255.0,1328.0,True,1328.0,1.0581673306772907
1412,3933,6294,Staldenried,VS,de,537.0,537.0,True,537.0,1.0
1413,3934,6299,Zeneggen,VS,de,295.0,295.0,True,295.0,1.0
1414,3935,6193,Bürchen,VS,de,752.0,752.0,True,752.0,1.0
1415,3937,6281,Baltschieder,VS,de,1305.0,1305.0,True,1305.0,1.0
1416,3938,6191,Ausserberg,VS,de,621.0,621.0,True,621.0,1.0
1417,3939,6004,Eggerberg,VS,de,324.0,324.0,True,324.0,1.0
1419,3942,6198,Niedergesteln,VS,de,2692.0,744.0,True,744.0,0.2763744427934621
1420,3942,6199,Raron,VS,de,2692.0,1949.0,True,1949.0,0.7239970282317979
1421,3943,6194,Eischoll,VS,de,450.0,450.0,True,450.0,1.0
1422,3944,6201,Unterbäch,VS,de,444.0,444.0,True,444.0,1.0
1425,3947,6104,Ergisch,VS,de,177.0,177.0,True,177.0,1.0
1426,3948,6112,Oberems,VS,de,255.0,120.0,True,120.0,0.47058823529411764
1427,3948,6119,Turtmann-Unterems,VS,de,255.0,1094.0,True,135.0,0.5294117647058824
1424,3946,6119,Turtmann-Unterems,VS,de,956.0,1094.0,True,956.0,1.0
1428,3949,6204,Steg-Hohtenn,VS,de,171.0,1620.0,True,171.0,1.0
1418,3940,6204,Steg-Hohtenn,VS,de,1449.0,1620.0,True,1449.0,1.0
1429,3951,6101,Agarn,VS,de,705.0,705.0,True,705.0,1.0
1434,3954,6111,Leukerbad,VS,de,1329.0,1329.0,True,1329.0,1.0
1435,3955,6102,Albinen,VS,de,243.0,243.0,True,243.0,1.0
1436,3956,6117,Guttet-Feschel,VS,de,414.0,414.0,True,414.0,1.0
1437,3957,6110,Leuk,VS,de,374.0,3991.0,True,187.0,0.5
1438,3957,6118,Gampel-Bratsch,VS,de,374.0,1997.0,True,187.0,0.5
1430,3952,6110,Leuk,VS,de,2640.0,3991.0,True,2640.0,1.0
1432,3953,6110,Leuk,VS,de,1870.0,3991.0,True,1188.0,0.6352941176470588
1431,3953,6109,Inden,VS,de,1870.0,115.0,True,115.0,0.06149732620320856
1433,3953,6116,Varen,VS,de,1870.0,682.0,True,682.0,0.36470588235294116
1423,3945,6118,Gampel-Bratsch,VS,de,1903.0,1997.0,True,1903.0,1.0
1444,3965,6235,Chippis,VS,fr,1621.0,1597.0,True,1597.0,0.9851943244910549
1446,3967,6232,Chalais,VS,fr,665.0,3606.0,True,665.0,1.0
1445,3966,6232,Chalais,VS,fr,2984.0,3606.0,True,2984.0,1.0
1448,3970,6113,Salgesch,VS,de,1568.0,1567.0,True,1567.0,0.9993622448979592
1451,3973,6254,Noble-Contrée,VS,fr,1366.0,,True,1366.0,1.0
1447,3968,6254,Noble-Contrée,VS,fr,1838.0,,True,1838.0,1.0
1450,3972,6254,Noble-Contrée,VS,fr,1424.0,,True,1424.0,1.0
1456,3977,6248,Sierre,VS,fr,1917.0,16819.0,True,1917.0,1.0
1439,3960,6248,Sierre,VS,fr,14814.0,16819.0,True,4938.0,0.3333333333333333
1440,3960,6252,Anniviers,VS,fr,14814.0,2742.0,True,4938.0,0.3333333333333333
1441,3960,6253,Crans-Montana,VS,fr,14814.0,10218.0,True,4938.0,0.3333333333333333
1454,3976,6248,Sierre,VS,fr,915.0,16819.0,True,457.5,0.5
1455,3976,6253,Crans-Montana,VS,fr,915.0,10218.0,True,457.5,0.5
1442,3961,6252,Anniviers,VS,fr,2581.0,2742.0,True,2581.0,1.0
1443,3963,6253,Crans-Montana,VS,fr,7159.0,10218.0,True,7159.0,1.0
1449,3971,6253,Crans-Montana,VS,fr,1816.0,10218.0,True,1816.0,1.0
1452,3974,6253,Crans-Montana,VS,fr,856.0,10218.0,True,856.0,1.0
1453,3975,6253,Crans-Montana,VS,fr,1563.0,10218.0,True,1563.0,1.0
1457,3978,6240,Lens,VS,fr,907.0,4317.0,True,907.0,1.0
700,1978,6240,Lens,VS,fr,1576.0,4317.0,True,1576.0,1.0
1458,3979,6238,Grône,VS,fr,2485.0,2485.0,True,2485.0,1.0
1459,3982,6173,Bitsch,VS,de,1045.0,1035.0,True,1035.0,0.9904306220095693
1463,3984,6057,Fiesch,VS,de,1235.0,909.0,True,909.0,0.7360323886639676
1464,3984,6058,Fieschertal,VS,de,1235.0,326.0,True,326.0,0.2639676113360324
1346,3801,6058,Fieschertal,VS,de,,326.0,True,326.0,1.0
1467,3987,6181,Riederalp,VS,de,198.0,438.0,True,198.0,1.0
1461,3983,6181,Riederalp,VS,de,789.0,438.0,True,82.0,0.10392902408111533
1460,3983,6172,Bister,VS,de,789.0,34.0,True,34.0,0.043092522179974654
1462,3983,6203,Mörel-Filet,VS,de,789.0,707.0,True,707.0,0.8960709759188846
1466,3986,6181,Riederalp,VS,de,194.0,438.0,True,194.0,1.0
1472,3993,6177,Grengiols,VS,de,431.0,431.0,True,431.0,1.0
1473,3994,6061,Lax,VS,de,347.0,329.0,True,329.0,0.9481268011527377
1474,3994,6205,Bettmeralp,VS,de,347.0,452.0,True,18.0,0.05187319884726225
1470,3991,6205,Bettmeralp,VS,de,113.0,452.0,True,113.0,1.0
1471,3992,6205,Bettmeralp,VS,de,319.0,452.0,True,319.0,1.0
1475,3995,6056,Ernen,VS,de,518.0,518.0,True,518.0,1.0
1476,3996,6054,Binn,VS,de,127.0,127.0,True,127.0,1.0
1477,3997,6052,Bellwald,VS,de,354.0,354.0,True,354.0,1.0
1478,3998,6077,Goms,VS,de,412.0,1160.0,True,412.0,1.0
1465,3985,6077,Goms,VS,de,422.0,1160.0,True,422.0,1.0
1469,3989,6077,Goms,VS,de,326.0,1160.0,True,326.0,1.0
1479,3999,6076,Obergoms,VS,de,211.0,654.0,True,211.0,1.0
1468,3988,6076,Obergoms,VS,de,443.0,654.0,True,443.0,1.0
1490,4059,2701,Basel,BS,de,6596.0,173863.0,True,6596.0,1.0
1480,4001,2701,Basel,BS,de,308.0,173863.0,True,308.0,1.0
1481,4031,2701,Basel,BS,de,,173863.0,True,173863.0,1.0
1482,4051,2701,Basel,BS,de,9454.0,173863.0,True,9454.0,1.0
1483,4052,2701,Basel,BS,de,21373.0,173863.0,True,21373.0,1.0
1484,4053,2701,Basel,BS,de,21396.0,173863.0,True,21396.0,1.0
1485,4054,2701,Basel,BS,de,18804.0,173863.0,True,18804.0,1.0
1486,4055,2701,Basel,BS,de,21957.0,173863.0,True,21957.0,1.0
1487,4056,2701,Basel,BS,de,20921.0,173863.0,True,20921.0,1.0
1488,4057,2701,Basel,BS,de,27037.0,173863.0,True,27037.0,1.0
1489,4058,2701,Basel,BS,de,25949.0,173863.0,True,25949.0,1.0
1492,4102,2765,Binningen,BL,de,15778.0,15771.0,True,15778.0,1.0
1491,4101,2765,Binningen,BL,de,58.0,15771.0,True,58.0,1.0
1493,4103,2767,Bottmingen,BL,de,6810.0,6875.0,True,6875.0,1.0095447870778267
1494,4104,2771,Oberwil (BL),BL,de,11104.0,11104.0,True,11104.0,1.0
1495,4105,2764,Biel-Benken,BL,de,3561.0,3561.0,True,3561.0,1.0
1496,4106,2775,Therwil,BL,de,9950.0,9979.0,True,9979.0,1.0029145728643216
1497,4107,2768,Ettingen,BL,de,5448.0,5448.0,True,5448.0,1.0
1498,4108,2481,Witterswil,SO,de,1450.0,1450.0,True,1450.0,1.0
1501,4114,2476,Hofstetten-Flüh,SO,de,2061.0,3206.0,True,2061.0,1.0
1500,4112,2476,Hofstetten-Flüh,SO,de,2325.0,3206.0,True,1137.0,0.4890322580645161
1499,4112,2471,Bättwil,SO,de,2325.0,1188.0,True,1188.0,0.5109677419354839
1503,4116,2477,Metzerlen-Mariastein,SO,de,743.0,938.0,True,743.0,1.0
1502,4115,2477,Metzerlen-Mariastein,SO,de,203.0,938.0,True,203.0,1.0
1504,4117,2783,Burg im Leimental,BL,de,280.0,280.0,True,280.0,1.0
1505,4118,2479,Rodersdorf,SO,de,1375.0,1375.0,True,1375.0,1.0
1506,4123,2762,Allschwil,BL,de,21374.0,21374.0,True,21374.0,1.0
1507,4124,2774,Schönenbuch,BL,de,1433.0,1433.0,True,1433.0,1.0
1508,4125,2703,Riehen,BS,de,21705.0,21705.0,True,21705.0,1.0
1509,4126,2702,Bettingen,BS,de,1167.0,1167.0,True,1167.0,1.0
1510,4127,2766,Birsfelden,BL,de,10747.0,10396.0,True,10396.0,0.9673397227133154
1511,4132,2770,Muttenz,BL,de,17564.0,17938.0,True,17938.0,1.0212935549988613
1512,4133,2831,Pratteln,BL,de,16632.0,16606.0,True,16606.0,0.9984367484367485
1513,4142,2769,Münchenstein,BL,de,12059.0,12063.0,True,12063.0,1.0003317024628908
1514,4143,2473,Dornach,SO,de,6882.0,6882.0,True,6882.0,1.0
1515,4144,2763,Arlesheim,BL,de,9217.0,9217.0,True,9217.0,1.0
1516,4145,2474,Gempen,SO,de,904.0,904.0,True,904.0,1.0
1517,4146,2475,Hochwald,SO,de,1275.0,1275.0,True,1275.0,1.0
1518,4147,2761,Aesch (BL),BL,de,10328.0,10314.0,True,10314.0,0.9986444616576298
1519,4148,2772,Pfeffingen,BL,de,2390.0,2408.0,True,2408.0,1.007531380753138
1520,4153,2773,Reinach (BL),BL,de,19192.0,19159.0,True,19159.0,0.9982805335556482
1521,4202,2785,Duggingen,BL,de,1554.0,1554.0,True,1554.0,1.0
1522,4203,2786,Grellingen,BL,de,1860.0,1860.0,True,1860.0,1.0
1523,4204,2618,Himmelried,SO,de,965.0,961.0,True,961.0,0.9958549222797928
1524,4206,2480,Seewen,SO,de,1022.0,1022.0,True,1022.0,1.0
1525,4207,2883,Bretzwil,BL,de,743.0,743.0,True,743.0,1.0
1526,4208,2621,Nunningen,SO,de,1910.0,1914.0,True,1914.0,1.0020942408376963
1527,4222,2793,Zwingen,BL,de,2514.0,2514.0,True,2514.0,1.0
1528,4223,2781,Blauen,BL,de,689.0,689.0,True,689.0,1.0
1529,4224,2789,Nenzlingen,BL,de,447.0,447.0,True,447.0,1.0
1530,4225,2782,Brislach,BL,de,1676.0,1690.0,True,1690.0,1.0083532219570406
1531,4226,2613,Breitenbach,SO,de,3979.0,3979.0,True,3979.0,1.0
1532,4227,2614,Büsserach,SO,de,2296.0,2296.0,True,2296.0,1.0
1533,4228,2615,Erschwil,SO,de,943.0,948.0,True,948.0,1.005302226935313
1534,4229,2612,Beinwil (SO),SO,de,281.0,274.0,True,274.0,0.9750889679715302
1535,4232,2616,Fehren,SO,de,595.0,595.0,True,595.0,1.0
1536,4233,2620,Meltingen,SO,de,662.0,655.0,True,655.0,0.9894259818731118
1537,4234,2622,Zullwil,SO,de,655.0,657.0,True,657.0,1.0030534351145037
