,PLZ,BFS-Nr,Gemeindename,Kantonskürzel,Sprache,pop_PLZ,pop_BFS,PLZ_check,pop_BFS_real,PLZ_to_BFS_factor
2623,7324,3297,Vilters-Wangs,SG,de,2072.0,4886.0,True,2072.0,1.0
2622,7323,3297,Vilters-Wangs,SG,de,2814.0,4886.0,True,2814.0,1.0
2626,7402,3721,Bonaduz,GR,de,3476.0,3468.0,True,3468.0,0.997698504027618
2627,7403,3723,Rhäzüns,GR,rm,1611.0,1611.0,True,1611.0,1.0
2629,7405,3637,Rothenbrunnen,GR,rm,306.0,304.0,True,304.0,0.9934640522875817
2632,7411,3640,Sils im Domleschg,GR,de,971.0,971.0,True,971.0,1.0
2633,7412,3638,Scharans,GR,rm,796.0,796.0,True,796.0,1.0
2635,7414,3633,Fürstenau,GR,rm,176.0,350.0,True,176.0,1.0
2634,7413,3633,Fürstenau,GR,rm,174.0,350.0,True,174.0,1.0
2640,7419,3673,Domleschg,GR,rm,137.0,2160.0,True,137.0,1.0
2628,7404,3673,Domleschg,GR,rm,120.0,2160.0,True,120.0,1.0
2630,7407,3673,Domleschg,GR,rm,54.0,2160.0,True,54.0,1.0
2636,7415,3673,Domleschg,GR,rm,561.0,2160.0,True,561.0,1.0
2637,7416,3673,Domleschg,GR,rm,221.0,2160.0,True,221.0,1.0
2638,7417,3673,Domleschg,GR,rm,580.0,2160.0,True,580.0,1.0
2639,7418,3673,Domleschg,GR,rm,489.0,2160.0,True,489.0,1.0
2644,7424,3661,Cazis,GR,rm,170.0,2287.0,True,170.0,1.0
2631,7408,3661,Cazis,GR,rm,1318.0,2287.0,True,1318.0,1.0
2641,7421,3661,Cazis,GR,de,454.0,2287.0,True,454.0,1.0
2642,7422,3661,Cazis,GR,rm,166.0,2287.0,True,166.0,1.0
2643,7423,3661,Cazis,GR,rm,185.0,2287.0,True,185.0,1.0
2645,7425,3663,Masein,GR,de,490.0,500.0,True,500.0,1.0204081632653061
2646,7426,3662,Flerden,GR,rm,247.0,247.0,True,247.0,1.0
2647,7427,3670,Urmein,GR,de,150.0,150.0,True,150.0,1.0
2648,7428,3669,Tschappina,GR,de,134.0,134.0,True,134.0,1.0
2651,7431,3668,Thusis,GR,de,56.0,3322.0,True,56.0,1.0
2649,7430,3668,Thusis,GR,de,3322.0,3322.0,True,3266.0,0.9831426851294401
2650,7430,3711,Rongellen,GR,rm,3322.0,56.0,True,56.0,0.016857314870559904
2652,7432,3712,Zillis-Reischen,GR,rm,389.0,389.0,True,389.0,1.0
2653,7433,3715,Muntogna da Schons,GR,rm,363.0,,True,363.0,1.0
2654,7434,3695,Sufers,GR,de,146.0,146.0,True,146.0,1.0
2658,7438,3714,Rheinwald,GR,de,62.0,574.0,True,62.0,1.0
2655,7435,3714,Rheinwald,GR,de,327.0,574.0,True,327.0,1.0
2656,7436,3714,Rheinwald,GR,de,48.0,574.0,True,48.0,1.0
2657,7437,3714,Rheinwald,GR,de,137.0,574.0,True,137.0,1.0
2661,7443,3701,Andeer,GR,rm,119.0,916.0,True,119.0,1.0
2659,7440,3701,Andeer,GR,rm,754.0,916.0,True,754.0,1.0
2660,7442,3701,Andeer,GR,rm,43.0,916.0,True,43.0,1.0
2663,7445,3713,Ferrera,GR,rm,36.0,79.0,True,36.0,1.0
2662,7444,3713,Ferrera,GR,rm,43.0,79.0,True,43.0,1.0
2666,7448,3681,Avers,GR,de,26.0,164.0,True,26.0,1.0
2664,7446,3681,Avers,GR,de,31.0,164.0,True,31.0,1.0
2665,7447,3681,Avers,GR,de,107.0,164.0,True,107.0,1.0
2681,7464,3543,Surses,GR,rm,119.0,2377.0,True,119.0,1.0
2670,7452,3543,Surses,GR,rm,242.0,2377.0,True,242.0,1.0
2671,7453,3543,Surses,GR,rm,219.0,2377.0,True,219.0,1.0
2672,7454,3543,Surses,GR,rm,80.0,2377.0,True,80.0,1.0
2673,7455,3543,Surses,GR,rm,16.0,2377.0,True,16.0,1.0
2674,7456,3543,Surses,GR,rm,98.0,2377.0,True,98.0,1.0
2675,7457,3543,Surses,GR,rm,186.0,2377.0,True,186.0,1.0
2678,7460,3543,Surses,GR,rm,1064.0,2377.0,True,1064.0,1.0
2679,7462,3543,Surses,GR,rm,195.0,2377.0,True,195.0,1.0
2680,7463,3543,Surses,GR,rm,158.0,2377.0,True,158.0,1.0
2686,7484,3544,Bergün Filisur,GR,rm,55.0,919.0,True,55.0,1.0
2684,7477,3544,Bergün Filisur,GR,rm,439.0,919.0,True,439.0,1.0
2685,7482,3544,Bergün Filisur,GR,rm,415.0,919.0,True,415.0,1.0
2687,7492,3542,Albula/Alvra,GR,rm,357.0,1295.0,True,357.0,1.0
2511,7084,3542,Albula/Alvra,GR,rm,128.0,1295.0,True,128.0,1.0
2668,7450,3542,Albula/Alvra,GR,rm,246.0,1295.0,True,123.0,0.5
2667,7450,3506,Vaz/Obervaz,GR,rm,246.0,2802.0,True,123.0,0.5
2669,7451,3542,Albula/Alvra,GR,rm,107.0,1295.0,True,107.0,1.0
2676,7458,3542,Albula/Alvra,GR,rm,73.0,1295.0,True,73.0,1.0
2677,7459,3542,Albula/Alvra,GR,rm,123.0,1295.0,True,123.0,1.0
2682,7472,3542,Albula/Alvra,GR,rm,222.0,1295.0,True,222.0,1.0
2683,7473,3542,Albula/Alvra,GR,rm,56.0,1295.0,True,56.0,1.0
2507,7077,3506,Vaz/Obervaz,GR,rm,580.0,2802.0,True,580.0,1.0
2508,7078,3506,Vaz/Obervaz,GR,rm,1590.0,2802.0,True,1590.0,1.0
2509,7082,3506,Vaz/Obervaz,GR,rm,615.0,2802.0,True,615.0,1.0
2688,7493,3514,Schmitten (GR),GR,de,222.0,222.0,True,222.0,1.0
2689,7494,3851,Davos,GR,de,381.0,10832.0,True,381.0,1.0
2603,7260,3851,Davos,GR,de,2718.0,10832.0,True,2718.0,1.0
2604,7265,3851,Davos,GR,de,623.0,10832.0,True,623.0,1.0
2605,7270,3851,Davos,GR,de,5956.0,10832.0,True,5956.0,1.0
2606,7272,3851,Davos,GR,de,247.0,10832.0,True,247.0,1.0
2607,7276,3851,Davos,GR,de,349.0,10832.0,True,349.0,1.0
2608,7277,3851,Davos,GR,de,405.0,10832.0,True,405.0,1.0
2609,7278,3851,Davos,GR,de,165.0,10832.0,True,165.0,1.0
2690,7500,3787,St. Moritz,GR,rm,4747.0,4945.0,True,4945.0,1.0417105540341267
2691,7502,3781,Bever,GR,rm,584.0,584.0,True,584.0,1.0
2692,7503,3786,Samedan,GR,rm,2922.0,2923.0,True,2923.0,1.0003422313483916
2693,7504,3784,Pontresina,GR,rm,2179.0,2178.0,True,2178.0,0.9995410738871042
2694,7505,3782,Celerina/Schlarigna,GR,rm,1474.0,1484.0,True,1484.0,1.0067842605156039
2696,7513,3790,Silvaplana,GR,rm,894.0,1121.0,True,894.0,1.0
2695,7512,3790,Silvaplana,GR,rm,435.0,1121.0,True,435.0,1.0
2700,7517,3789,Sils im Engadin/Segl,GR,rm,9.0,715.0,True,9.0,1.0
2697,7514,3789,Sils im Engadin/Segl,GR,rm,622.0,715.0,True,622.0,1.0
2698,7515,3789,Sils im Engadin/Segl,GR,rm,84.0,715.0,True,84.0,1.0
2701,7522,3785,La Punt Chamues-ch,GR,rm,686.0,686.0,True,686.0,1.0
2702,7523,3783,Madulain,GR,rm,206.0,206.0,True,206.0,1.0
2703,7524,3791,Zuoz,GR,rm,1199.0,1199.0,True,1199.0,1.0
2705,7526,3788,S-chanf,GR,rm,194.0,697.0,True,194.0,1.0
2704,7525,3788,S-chanf,GR,rm,503.0,697.0,True,503.0,1.0
2713,7537,3847,Val Müstair,GR,rm,631.0,1423.0,True,631.0,1.0
2708,7532,3847,Val Müstair,GR,rm,158.0,1423.0,True,158.0,1.0
2709,7533,3847,Val Müstair,GR,rm,114.0,1423.0,True,114.0,1.0
2710,7534,3847,Val Müstair,GR,rm,45.0,1423.0,True,45.0,1.0
2711,7535,3847,Val Müstair,GR,rm,173.0,1423.0,True,173.0,1.0
2712,7536,3847,Val Müstair,GR,rm,302.0,1423.0,True,302.0,1.0
2715,7543,3746,Zernez,GR,rm,205.0,1506.0,True,205.0,1.0
2706,7527,3746,Zernez,GR,rm,96.0,1506.0,True,96.0,1.0
2707,7530,3746,Zernez,GR,rm,1013.0,1506.0,True,1013.0,1.0
2714,7542,3746,Zernez,GR,rm,192.0,1506.0,True,192.0,1.0
2722,7554,3762,Scuol,GR,rm,799.0,4624.0,True,799.0,1.0
2716,7545,3762,Scuol,GR,rm,187.0,4624.0,True,187.0,1.0
2717,7546,3762,Scuol,GR,rm,409.0,4624.0,True,409.0,1.0
2718,7550,3762,Scuol,GR,rm,2454.0,4624.0,True,2454.0,1.0
2719,7551,3762,Scuol,GR,rm,468.0,4624.0,True,468.0,1.0
2720,7552,3762,Scuol,GR,rm,111.0,4624.0,True,111.0,1.0
2721,7553,3762,Scuol,GR,rm,196.0,4624.0,True,196.0,1.0
2727,7560,3764,Valsot,GR,rm,78.0,826.0,True,78.0,1.0
2723,7556,3764,Valsot,GR,rm,352.0,826.0,True,352.0,1.0
2724,7557,3764,Valsot,GR,rm,59.0,826.0,True,59.0,1.0
2725,7558,3764,Valsot,GR,rm,180.0,826.0,True,180.0,1.0
2726,7559,3764,Valsot,GR,rm,157.0,826.0,True,157.0,1.0
2729,7563,3752,Samnaun,GR,de,357.0,784.0,True,357.0,1.0
2728,7562,3752,Samnaun,GR,de,427.0,784.0,True,427.0,1.0
2736,7610,3792,Bregaglia,GR,it,141.0,1556.0,True,141.0,1.0
2699,7516,3792,Bregaglia,GR,it,348.0,1556.0,True,348.0,1.0
2730,7602,3792,Bregaglia,GR,it,98.0,1556.0,True,98.0,1.0
2731,7603,3792,Bregaglia,GR,it,331.0,1556.0,True,331.0,1.0
2732,7604,3792,Bregaglia,GR,it,82.0,1556.0,True,82.0,1.0
2733,7605,3792,Bregaglia,GR,it,175.0,1556.0,True,175.0,1.0
2734,7606,3792,Bregaglia,GR,it,208.0,1556.0,True,208.0,1.0
2735,7608,3792,Bregaglia,GR,it,173.0,1556.0,True,173.0,1.0
2746,7748,3551,Brusio,GR,it,244.0,1120.0,True,244.0,1.0
2740,7743,3551,Brusio,GR,it,680.0,1120.0,True,340.0,0.5
2741,7743,3561,Poschiavo,GR,it,680.0,3441.0,True,340.0,0.5
2742,7744,3551,Brusio,GR,it,152.0,1120.0,True,152.0,1.0
2745,7747,3551,Brusio,GR,it,61.0,1120.0,True,61.0,1.0
2737,7710,3561,Poschiavo,GR,it,3.0,3441.0,True,3.0,1.0
2738,7741,3561,Poschiavo,GR,it,601.0,3441.0,True,601.0,1.0
2739,7742,3561,Poschiavo,GR,it,1481.0,3441.0,True,1481.0,1.0
2743,7745,3561,Poschiavo,GR,it,971.0,3441.0,True,971.0,1.0
2744,7746,3561,Poschiavo,GR,it,368.0,3441.0,True,368.0,1.0
2772,8102,245,Oberengstringen,ZH,de,6721.0,6721.0,True,6721.0,1.0
2773,8103,249,Unterengstringen,ZH,de,3981.0,3984.0,True,3984.0,1.0007535795026374
2774,8104,251,Weiningen (ZH),ZH,de,2715.0,4869.0,True,4869.0,1.7933701657458563
2776,8106,96,Regensdorf,ZH,de,4798.0,18568.0,True,4798.0,1.0
2775,8105,96,Regensdorf,ZH,de,13770.0,18568.0,True,13770.0,1.0
2777,8107,83,Buchs (ZH),ZH,de,6557.0,6555.0,True,6555.0,0.9996949824614916
2778,8108,84,Dällikon,ZH,de,4278.0,4278.0,True,4278.0,1.0
2779,8109,4048,Würenlos,AG,de,21.0,6511.0,True,21.0,1.0
1880,5436,4048,Würenlos,AG,de,6490.0,6511.0,True,6490.0,1.0
2780,8112,94,Otelfingen,ZH,de,2941.0,2943.0,True,2943.0,1.000680040802448
2781,8113,82,Boppelsen,ZH,de,1470.0,1472.0,True,1472.0,1.0013605442176872
2782,8114,85,Dänikon,ZH,de,1846.0,1846.0,True,1846.0,1.0
2783,8115,87,Hüttikon,ZH,de,951.0,951.0,True,951.0,1.0
2786,8121,193,Fällanden,ZH,de,2060.0,8934.0,True,2060.0,1.0
2784,8117,193,Fällanden,ZH,de,4735.0,8934.0,True,4735.0,1.0
2785,8118,193,Fällanden,ZH,de,2139.0,8934.0,True,2139.0,1.0
2789,8124,195,Maur,ZH,de,2200.0,10780.0,True,2200.0,1.0
2787,8122,195,Maur,ZH,de,2231.0,10780.0,True,2231.0,1.0
2788,8123,195,Maur,ZH,de,2857.0,10780.0,True,2857.0,1.0
2791,8126,160,Zumikon,ZH,de,5587.0,5587.0,True,5587.0,1.0
2794,8133,192,Egg,ZH,de,1925.0,8829.0,True,1925.0,1.0
2793,8132,192,Egg,ZH,de,6911.0,8829.0,True,6911.0,1.0
2795,8134,131,Adliswil,ZH,de,19045.0,19049.0,True,19049.0,1.0002100288789708
2799,8142,248,Uitikon,ZH,de,4813.0,4809.0,True,4809.0,0.9991689175150633
2800,8143,13,Stallikon,ZH,de,3793.0,3783.0,True,3783.0,0.997363564460849
2801,8152,66,Opfikon,ZH,de,20964.0,20954.0,True,20954.0,0.9995229917954589
2802,8153,97,Rümlang,ZH,de,8252.0,8277.0,True,8277.0,1.0030295685894328
2803,8154,92,Oberglatt,ZH,de,7386.0,7386.0,True,7386.0,1.0
2805,8156,90,Niederhasli,ZH,de,2171.0,9449.0,True,2171.0,1.0
2804,8155,90,Niederhasli,ZH,de,7297.0,9449.0,True,7297.0,1.0
2806,8157,86,Dielsdorf,ZH,de,5968.0,5968.0,True,5968.0,1.0
2807,8158,95,Regensberg,ZH,de,461.0,459.0,True,459.0,0.9956616052060737
2808,8162,101,Steinmaur,ZH,de,3581.0,3583.0,True,3583.0,1.0005585032113935
2809,8164,81,Bachs,ZH,de,618.0,613.0,True,613.0,0.9919093851132686
2810,8165,93,Oberweningen,ZH,de,4143.0,1897.0,True,1897.0,0.4578807627323196
2811,8165,98,Schleinikon,ZH,de,4143.0,858.0,True,858.0,0.20709630702389573
2812,8165,99,Schöfflisdorf,ZH,de,4143.0,1394.0,True,1394.0,0.3364711561670287
2813,8166,91,Niederweningen,ZH,de,3089.0,3089.0,True,3089.0,1.0
2814,8172,89,Niederglatt,ZH,de,4926.0,4938.0,True,4938.0,1.002436053593179
2815,8173,88,Neerach,ZH,de,3214.0,3229.0,True,3229.0,1.0046670815183572
2817,8175,100,Stadel,ZH,de,768.0,2336.0,True,768.0,1.0
2816,8174,100,Stadel,ZH,de,1573.0,2336.0,True,1573.0,1.0
2818,8180,53,Bülach,ZH,de,22002.0,21998.0,True,21998.0,0.9998181983456049
2819,8181,60,Höri,ZH,de,2951.0,2951.0,True,2951.0,1.0
2820,8182,59,Hochfelden,ZH,de,2016.0,2020.0,True,2020.0,1.001984126984127
2821,8184,51,Bachenbülach,ZH,de,4185.0,4188.0,True,4188.0,1.0007168458781361
2822,8185,72,Winkel,ZH,de,4645.0,4648.0,True,4648.0,1.0006458557588804
2823,8187,102,Weiach,ZH,de,1990.0,1990.0,True,1990.0,1.0
2824,8192,58,Glattfelden,ZH,de,5269.0,5266.0,True,5266.0,0.9994306319984817
2825,8193,55,Eglisau,ZH,de,5492.0,5491.0,True,5491.0,0.9998179169701383
2826,8194,61,Hüntwangen,ZH,de,1067.0,1067.0,True,1067.0,1.0
2827,8195,70,Wasterkingen,ZH,de,567.0,568.0,True,568.0,1.001763668430335
2828,8196,71,Wil (ZH),ZH,de,1489.0,1488.0,True,1488.0,0.9993284083277367
2829,8197,67,Rafz,ZH,de,4630.0,4628.0,True,4628.0,0.9995680345572354
2836,8213,2904,Neunkirch,SH,de,2395.0,2404.0,True,2404.0,1.0037578288100208
2837,8214,2901,Gächlingen,SH,de,881.0,903.0,True,903.0,1.024971623155505
2838,8215,2971,Hallau,SH,de,2180.0,2180.0,True,2180.0,1.0
2839,8216,2972,Oberhallau,SH,de,447.0,447.0,True,447.0,1.0
2841,8218,2974,Wilchingen,SH,de,346.0,1727.0,True,346.0,1.0
2840,8217,2974,Wilchingen,SH,de,1388.0,1727.0,True,1388.0,1.0
2842,8219,2973,Trasadingen,SH,de,607.0,613.0,True,613.0,1.0098846787479407
2844,8223,2932,Beringen,SH,de,254.0,5044.0,True,254.0,1.0
2843,8222,2932,Beringen,SH,de,4794.0,5044.0,True,4794.0,1.0
2845,8224,2903,Löhningen,SH,de,1502.0,1498.0,True,1498.0,0.9973368841544608
2846,8225,2953,Siblingen,SH,de,886.0,874.0,True,874.0,0.9864559819413092
2847,8226,2952,Schleitheim,SH,de,1683.0,1668.0,True,1668.0,0.9910873440285205
2848,8228,2951,Beggingen,SH,de,464.0,469.0,True,469.0,1.0107758620689655
2849,8231,2939,Schaffhausen,SH,de,652.0,36952.0,True,652.0,1.0
2830,8200,2939,Schaffhausen,SH,de,28051.0,36952.0,True,28051.0,1.0
2831,8203,2939,Schaffhausen,SH,de,2942.0,36952.0,True,2942.0,1.0
2832,8207,2939,Schaffhausen,SH,de,5278.0,36952.0,True,5278.0,1.0
2833,8208,2939,Schaffhausen,SH,de,20.0,36952.0,True,20.0,1.0
2850,8232,2936,Merishausen,SH,de,877.0,877.0,True,877.0,1.0
2851,8233,2931,Bargen (SH),SH,de,320.0,320.0,True,320.0,1.0
2852,8234,2919,Stetten (SH),SH,de,1374.0,1374.0,True,1374.0,1.0
2853,8235,2917,Lohn (SH),SH,de,745.0,745.0,True,745.0,1.0
2856,8239,2915,Dörflingen,SH,de,1010.0,1010.0,True,1010.0,1.0
2860,8243,2920,Thayngen,SH,de,183.0,5608.0,True,183.0,1.0
2855,8236,2920,Thayngen,SH,de,571.0,5608.0,True,134.0,0.23467600700525393
2854,8236,2914,Büttenhardt,SH,de,571.0,437.0,True,437.0,0.7653239929947461
2857,8240,2920,Thayngen,SH,de,4698.0,5608.0,True,4698.0,1.0
2858,8241,2920,Thayngen,SH,de,168.0,5608.0,True,168.0,1.0
2859,8242,2920,Thayngen,SH,de,423.0,5608.0,True,423.0,1.0
2862,8246,27,Feuerthalen,ZH,de,1150.0,3697.0,True,1150.0,1.0
2861,8245,27,Feuerthalen,ZH,de,2547.0,3697.0,True,2547.0,1.0
2863,8247,29,Flurlingen,ZH,de,1552.0,1552.0,True,1552.0,1.0
2864,8248,34,Laufen-Uhwiesen,ZH,de,1622.0,1779.0,True,1622.0,1.0
2834,8212,34,Laufen-Uhwiesen,ZH,de,10617.0,1779.0,True,150.0,0.014128284826222097
2835,8212,2937,Neuhausen am Rheinfall,SH,de,10617.0,10467.0,True,10467.0,0.9858717151737779
2865,8252,4546,Schlatt (TG),TG,de,1822.0,1814.0,True,1814.0,0.995609220636663
2866,8253,4545,Diessenhofen,TG,de,4077.0,4085.0,True,4085.0,1.0019622271277902
2868,8255,4536,Basadingen-Schlattingen,TG,de,750.0,1818.0,True,750.0,1.0
2867,8254,4536,Basadingen-Schlattingen,TG,de,1064.0,1818.0,True,1064.0,1.0
2869,8259,4871,Wagenhausen,TG,de,1770.0,1770.0,True,1770.0,1.0
2870,8260,2964,Stein am Rhein,SH,de,3561.0,3561.0,True,3561.0,1.0
2871,8261,2962,Hemishofen,SH,de,471.0,471.0,True,471.0,1.0
2872,8262,2963,Ramsen,SH,de,1465.0,1465.0,True,1465.0,1.0
2873,8263,2961,Buch (SH),SH,de,323.0,323.0,True,323.0,1.0
2874,8264,4806,Eschenz,TG,de,1902.0,1868.0,True,1868.0,0.982124079915878
2875,8265,4826,Mammern,TG,de,640.0,677.0,True,677.0,1.0578125
2876,8266,4864,Steckborn,TG,de,3840.0,3840.0,True,3840.0,1.0
2877,8267,4801,Berlingen,TG,de,906.0,906.0,True,906.0,1.0
2879,8269,4851,Salenstein,TG,de,649.0,1411.0,True,649.0,1.0
2878,8268,4851,Salenstein,TG,de,762.0,1411.0,True,762.0,1.0
2881,8273,4646,Ermatingen,TG,de,447.0,3640.0,True,447.0,1.0
2880,8272,4646,Ermatingen,TG,de,3193.0,3640.0,True,3193.0,1.0
2882,8274,4651,Gottlieben,TG,de,5199.0,337.0,True,337.0,0.06482015772263897
2883,8274,4696,Tägerwilen,TG,de,5199.0,4921.0,True,4921.0,0.9465281784958646
2884,8280,4671,Kreuzlingen,TG,de,22449.0,22390.0,True,22390.0,0.9973718205710722
2885,8302,62,Kloten,ZH,de,20419.0,20429.0,True,20429.0,1.0004897399480877
2886,8303,52,Bassersdorf,ZH,de,11924.0,11924.0,True,11924.0,1.0
2887,8304,69,Wallisellen,ZH,de,17218.0,17218.0,True,17218.0,1.0
2888,8305,54,Dietlikon,ZH,de,7873.0,7875.0,True,7875.0,1.0002540327702274
2892,8309,64,Nürensdorf,ZH,de,5638.0,5628.0,True,5628.0,0.998226321390564
2894,8311,213,Brütten,ZH,de,2063.0,2063.0,True,2063.0,1.0
2896,8314,296,Illnau-Effretikon,ZH,de,351.0,17352.0,True,351.0,1.0
2890,8307,296,Illnau-Effretikon,ZH,de,12328.0,17352.0,True,12328.0,1.0
2891,8308,296,Illnau-Effretikon,ZH,de,4595.0,17352.0,True,4595.0,1.0
2898,8317,176,Lindau,ZH,de,2341.0,5585.0,True,2341.0,1.0
2893,8310,176,Lindau,ZH,de,1505.0,5585.0,True,1505.0,1.0
2895,8312,176,Lindau,ZH,de,951.0,5585.0,True,951.0,1.0
2897,8315,176,Lindau,ZH,de,826.0,5585.0,True,826.0,1.0
2899,8320,172,Fehraltorf,ZH,de,6552.0,6574.0,True,6574.0,1.0033577533577533
2902,8331,177,Pfäffikon,ZH,de,615.0,12174.0,True,615.0,1.0
2901,8330,177,Pfäffikon,ZH,de,11559.0,12174.0,True,11559.0,1.0
2903,8332,178,Russikon,ZH,de,3392.0,4410.0,True,3392.0,1.0
2900,8322,178,Russikon,ZH,de,1022.0,4410.0,True,1022.0,1.0
2904,8335,173,Hittnau,ZH,de,3733.0,3733.0,True,3733.0,1.0
2906,8342,117,Hinwil,ZH,de,941.0,11354.0,True,941.0,1.0
2905,8340,117,Hinwil,ZH,de,10398.0,11354.0,True,10398.0,1.0
2908,8345,111,Bäretswil,ZH,de,1115.0,5052.0,True,1115.0,1.0
2907,8344,111,Bäretswil,ZH,de,3799.0,5052.0,True,3799.0,1.0
2912,8354,294,Elgg,ZH,de,511.0,4960.0,True,511.0,1.0
2911,8353,294,Elgg,ZH,de,4393.0,4960.0,True,4393.0,1.0
2916,8360,4724,Eschlikon,TG,de,4659.0,4577.0,True,4577.0,0.9823996565786649
2918,8363,4721,Bichelsee-Balterswil,TG,de,1005.0,2949.0,True,1005.0,1.0
2917,8362,4721,Bichelsee-Balterswil,TG,de,1967.0,2949.0,True,1967.0,1.0
2923,8376,4726,Fischingen,TG,de,590.0,2836.0,True,590.0,1.0
2922,8374,4726,Fischingen,TG,de,2110.0,2836.0,True,2110.0,1.0
2931,8413,223,Neftenbach,ZH,de,4755.0,5756.0,True,4755.0,1.0
2930,8412,223,Neftenbach,ZH,de,1001.0,5756.0,True,1001.0,1.0
2932,8414,24,Buch am Irchel,ZH,de,1022.0,1022.0,True,1022.0,1.0
2933,8415,23,Berg am Irchel,ZH,de,595.0,595.0,True,595.0,1.0
2934,8416,28,Flaach,ZH,de,1430.0,1430.0,True,1430.0,1.0
2935,8418,226,Schlatt (ZH),ZH,de,763.0,779.0,True,779.0,1.020969855832241
2936,8421,215,Dättlikon,ZH,de,797.0,797.0,True,797.0,1.0
2937,8422,224,Pfungen,ZH,de,3948.0,3948.0,True,3948.0,1.0
2938,8424,56,Embrach,ZH,de,9610.0,9610.0,True,9610.0,1.0
2939,8425,65,Oberembrach,ZH,de,1105.0,1105.0,True,1105.0,1.0
2940,8426,63,Lufingen,ZH,de,2562.0,2562.0,True,2562.0,1.0
2943,8428,57,Freienstein-Teufen,ZH,de,453.0,2397.0,True,453.0,1.0
2941,8427,57,Freienstein-Teufen,ZH,de,4829.0,2397.0,True,1944.0,0.40256781942431147
2942,8427,68,Rorbas,ZH,de,4829.0,2885.0,True,2885.0,0.5974321805756886
2944,8442,221,Hettlingen,ZH,de,3101.0,3101.0,True,3101.0,1.0
2945,8444,31,Henggart,ZH,de,2293.0,2293.0,True,2293.0,1.0
2946,8447,25,Dachsen,ZH,de,1935.0,1917.0,True,1917.0,0.9906976744186047
2947,8450,30,Andelfingen,ZH,de,2232.0,2232.0,True,2232.0,1.0
2949,8452,21,Adlikon,ZH,de,693.0,693.0,True,693.0,1.0
2951,8454,2933,Buchberg,SH,de,862.0,867.0,True,867.0,1.005800464037123
2952,8455,2938,Rüdlingen,SH,de,808.0,803.0,True,803.0,0.9938118811881188
2953,8457,32,Humlikon,ZH,de,484.0,484.0,True,484.0,1.0
2954,8458,26,Dorf,ZH,de,666.0,666.0,True,666.0,1.0
2955,8459,43,Volken,ZH,de,383.0,383.0,True,383.0,1.0
2957,8461,33,Kleinandelfingen,ZH,de,393.0,2104.0,True,393.0,1.0
2948,8451,33,Kleinandelfingen,ZH,de,1433.0,2104.0,True,1433.0,1.0
2950,8453,33,Kleinandelfingen,ZH,de,278.0,2104.0,True,278.0,1.0
2958,8462,38,Rheinau,ZH,de,1287.0,1287.0,True,1287.0,1.0
2959,8463,22,Benken (ZH),ZH,de,856.0,856.0,True,856.0,1.0
2960,8464,35,Marthalen,ZH,de,86.0,1933.0,True,86.0,1.0
2956,8460,35,Marthalen,ZH,de,1847.0,1933.0,True,1847.0,1.0
2962,8466,40,Trüllikon,ZH,de,660.0,1055.0,True,660.0,1.0
2961,8465,40,Trüllikon,ZH,de,398.0,1055.0,True,398.0,1.0
2963,8467,41,Truttikon,ZH,de,449.0,449.0,True,449.0,1.0
2965,8471,214,Dägerlen,ZH,de,1037.0,1037.0,True,1037.0,1.0
2966,8472,227,Seuzach,ZH,de,7420.0,7420.0,True,7420.0,1.0
2967,8474,216,Dinhard,ZH,de,1741.0,1741.0,True,1741.0,1.0
2968,8475,37,Ossingen,ZH,de,1721.0,1724.0,True,1724.0,1.0017431725740849
2971,8478,39,Thalheim an der Thur,ZH,de,949.0,949.0,True,949.0,1.0
2972,8479,211,Altikon,ZH,de,701.0,701.0,True,701.0,1.0
2973,8482,230,Winterthur,ZH,de,1713.0,114220.0,True,1713.0,1.0
2910,8352,230,Winterthur,ZH,de,3735.0,114220.0,True,78.0,0.020883534136546186
2909,8352,219,Elsau,ZH,de,3735.0,3657.0,True,3657.0,0.9791164658634538
2924,8400,230,Winterthur,ZH,de,40541.0,114220.0,True,40541.0,1.0
2925,8404,230,Winterthur,ZH,de,20348.0,114220.0,True,20348.0,1.0
2926,8405,230,Winterthur,ZH,de,18295.0,114220.0,True,18295.0,1.0
2927,8406,230,Winterthur,ZH,de,13587.0,114220.0,True,13587.0,1.0
2928,8408,230,Winterthur,ZH,de,16440.0,114220.0,True,16440.0,1.0
2929,8409,230,Winterthur,ZH,de,3213.0,114220.0,True,3213.0,1.0
2975,8484,180,Weisslingen,ZH,de,3336.0,3365.0,True,3365.0,1.0086930455635492
2977,8487,231,Zell (ZH),ZH,de,1518.0,6430.0,True,1518.0,1.0
2974,8483,231,Zell (ZH),ZH,de,3069.0,6430.0,True,3069.0,1.0
2976,8486,231,Zell (ZH),ZH,de,1946.0,6430.0,True,1946.0,1.0
2979,8489,182,Wildberg,ZH,de,1003.0,1009.0,True,1009.0,1.0059820538384845
2980,8492,181,Wila,ZH,de,2122.0,1998.0,True,1998.0,0.941564561734213
2983,8495,228,Turbenthal,ZH,de,206.0,4983.0,True,206.0,1.0
2978,8488,228,Turbenthal,ZH,de,4634.0,4983.0,True,4634.0,1.0
2986,8498,114,Fischenthal,ZH,de,939.0,2501.0,True,939.0,1.0
2984,8496,114,Fischenthal,ZH,de,920.0,2501.0,True,920.0,1.0
2985,8497,114,Fischenthal,ZH,de,813.0,2501.0,True,813.0,1.0
